Year,player,team,bbrefid,namefirst,namelast,suffix
2023,TJ Hopkins,CIN,hopkitj01,TJ,Hopkins,
2023,Spencer Horwitz,TOR,horwisp01,Spencer,Horwitz,
2023,Sandy León,TEX,leonsa01,Sandy,León,
2023,J.P. Martínez,TEX,martijp01,J.P.,Martínez,
2023,Sean Bouchard,COL,bouchse01,Sean,Bouchard,
2023,Coco Montes,COL,monteco01,Coco,Montes,
2023,Jordyn Adams,LAA,adamsjo03,Jordyn,Adams,
2023,Oneil Cruz,PIT,cruzon01,Oneil,Cruz,
2023,Andrew Stevenson,MIN,stevean01,Andrew,Stevenson,
2023,David Hamilton,BOS,hamilda03,David,Hamilton,
2023,Adam Haseley,CHW,haselad01,Adam,Haseley,
2023,Andre Lipcius,DET,lipcian01,Andre,Lipcius,
2023,Logan Porter,KCR,portelo01,Logan,Porter,
2023,Travis Blankenhorn,WSN,blanktr01,Travis,Blankenhorn,
2023,Peyton Burdick,MIA,burdipe01,Peyton,Burdick,
2023,Eguy Rosario,SDP,rosareg01,Eguy,Rosario,
2023,Canaan Smith-Njigba,PIT,smithca05,Canaan,Smith-Njigba,
2023,Junior Caminero,TBR,caminju01,,Caminero,
2023,Blake Rutherford,WSN,ruthebl01,Blake,Rutherford,
2023,Tyler Fitzgerald,SFG,fitzgty01,Tyler,Fitzgerald,
2023,Jordan Lawlar,ARI,lawlajo01,Jordan,Lawlar,
2023,Joey Ortiz,BAL,ortizjo06,Joey,Ortiz,
2023,Edwin Ríos,CHC,riosed01,Edwin,Ríos,
2023,José Tena,CLE,tenajo01,José,Tena,
2023,Jasson Domínguez,NYY,dominja01,Jasson,Domínguez,
2023,Heston Kjerstad,BAL,kjershe01,Heston,Kjerstad,
2023,Drew Millas,WSN,milladr01,Drew,Millas,
2023,Kyle Stowers,BAL,stoweky01,Kyle,Stowers,
2023,Óscar Mercado,STL,mercaos01,Óscar,Mercado,
2023,Nathan Lukes,TOR,lukesna01,Nathan,Lukes,
2023,Kyle Garlick,MIN,garliky01,Kyle,Garlick,
2023,Bligh Madris,HOU,madribl01,Bligh,Madris,
2023,Luis Torrens,CHC,torrelu01,Luis,Torrens,
2023,Luis Torrens,SEA,torrelu01,Luis,Torrens,
2023,Drew Ellis,PHI,ellisdr01,Drew,Ellis,
2023,Buddy Kennedy,ARI,kennebu01,Buddy,Kennedy,
2023,Greg Allen,NYY,allengr01,Greg,Allen,
2023,Dalton Guthrie,PHI,guthrda01,Dalton,Guthrie,
2023,Cooper Hummel,SEA,hummeco01,Cooper,Hummel,
2023,Isan Díaz,SFG,diazis01,Isan,Díaz,
2023,Isan Díaz,DET,diazis01,Isan,Díaz,
2023,Tommy La Stella,SEA,lasteto01,Tommy,La Stella,
2023,Josh Lester,BAL,lestejo02,Josh,Lester,
2023,Brian Serven,COL,servebr01,Brian,Serven,
2023,Weston Wilson,PHI,wilsowe01,Weston,Wilson,
2023,Vinny Capra,PIT,capravi01,Vinny,Capra,
2023,Austin Meadows,DET,meadoau01,Austin,Meadows,
2023,Brian O'Keefe,SEA,okeefbr01,Brian,O'Keefe,
2023,Juniel Querecuto,STL,quereju01,Juniel,Querecuto,
2023,Abraham Toro,MIL,toroab01,Abraham,Toro,
2023,Johan Camargo,SFG,camarjo01,Johan,Camargo,
2023,Pete Crow-Armstrong,CHC,crowape01,Pete,Crow-Armstrong,
2023,César Salazar,HOU,salazce01,César,Salazar,
2023,Luke Williams,ATL,willilu01,Luke,Williams,
2023,Ryan Kreidler,DET,kreidry01,Ryan,Kreidler,
2023,Alexander Canario,CHC,canaral01,Alexander,Canario,
2023,Roberto Pérez,SFG,perezro02,Roberto,Pérez,
2023,Eli White,ATL,whiteel04,Eli,White,
2023,Abraham Almonte,NYM,almonab01,Abraham,Almonte,
2023,Chadwick Tromp,ATL,trompch01,Chadwick,Tromp,
2023,Ben Gamel,SDP,gamelbe01,Ben,Gamel,
2023,Forrest Wall,ATL,wallfo01,Forrest,Wall,
2023,Anthony Bemboom,BAL,bemboan01,Anthony,Bemboom,
2023,Taylor Kohlwey,SDP,kohlwta01,Taylor,Kohlwey,
2023,Irving López,STL,lopezir01,Irving,López,
2023,Manny Piña,OAK,pinama01,Manny,Piña,
2023,Liván Soto,LAA,sotoli01,Liván,Soto,
2023,Cal Stevenson,SFG,steveca01,Cal,Stevenson,
2023,Ehire Adrianza,ATL,adriaeh01,Ehire,Adrianza,
2023,Jahmai Jones,MIL,jonesja08,Jahmai,Jones,
2023,Cole Tucker,COL,tuckeco01,Cole,Tucker,
2023,Jacob Amaya,MIA,amayaja01,Jacob,Amaya,
2023,David Dahl,SDP,dahlda01,David,Dahl,
2023,Jeter Downs,WSN,downsje01,Jeter,Downs,
2023,Tyler Naquin,CHW,naquity01,Tyler,Naquin,
2023,Jonathan Ornelas,TEX,orneljo01,Jonathan,Ornelas,
2023,Kevin Padlo,LAA,padloke01,Kevin,Padlo,
2023,Michael Pérez,NYM,perezmi03,Michael,Pérez,
2023,Tyler Cropley,KCR,croplty01,Tyler,Cropley,
2023,Rylan Bannon,HOU,bannory01,Rylan,Bannon,
2023,Zack Collins,CLE,colliza01,Zack,Collins,
2023,Cam Eden,TOR,edenca01,Cam,Eden,
2023,Adam Engel,SDP,engelad01,Adam,Engel,
2023,Caleb Hamilton,BOS,hamilca01,Caleb,Hamilton,
2023,Drew Maggi,PIT,maggidr01,Drew,Maggi,
2023,Michael Siani,CIN,sianimi01,Michael,Siani,
2023,Michael Siani,STL,sianimi01,Michael,Siani,
2023,Tristan Gray,TBR,graytr01,Tristan,Gray,
2023,Calvin Mitchell,PIT,mitchca01,Calvin,Mitchell,
2023,Matt Reynolds,CIN,reynoma03,Matt,Reynolds,
2023,Connor Kaiser,COL,kaiseco01,Connor,Kaiser,
2023,Braden Shewmake,ATL,shewmbr01,Braden,Shewmake,
2023,Meibrys Viloria,CLE,vilorme01,Meibrys,Viloria,
2023,Tres Barrera,STL,barretr01,Tres,Barrera,
2023,Billy Hamilton,CHW,hamilbi02,Billy,Hamilton,
2023,Alejo López,CIN,lopezal03,Alejo,López,
2023,Chris Okey,LAA,okeych01,Chris,Okey,
2023,Adam Wainwright,STL,wainwad01,Adam,Wainwright,
2023,Diego Castillo,ARI,castidi02,Diego,Castillo,
2023,Charlie Culberson,ATL,culbech01,Charlie,Culberson,
2023,Mason McCoy,TOR,mccoyma01,Mason,McCoy,
2023,Shelby Miller,LAD,millesh01,Shelby,Miller,
2023,Josh Sborz,TEX,sborzjo01,Josh,Sborz,
2023,Chandler Seagle,SDP,seaglch01,Chandler,Seagle,
2023,Ty Adcock,SEA,adcocty01,Ty,Adcock,
2023,Bryan Baker,BAL,bakerbr01,Bryan,Baker,
2023,José Berríos,TOR,berrijo01,José,Berríos,
2023,Matt Brash,SEA,brashma01,Matt,Brash,
2023,Génesis Cabrera,STL,cabrege01,Génesis,Cabrera,
2023,Aroldis Chapman,KCR,chapmar01,Aroldis,Chapman,
2023,Taylor Clarke,KCR,clarkta01,Taylor,Clarke,
2023,Dylan Coleman,KCR,colemdy01,Dylan,Coleman,
2023,Danny Coulombe,BAL,couloda01,Danny,Coulombe,
2023,Kutter Crawford,BOS,crawfku01,Kutter,Crawford,
2023,Alexis Díaz,CIN,diazal03,Alexis,Díaz,
2023,Shintaro Fujinami,BAL,fujinsh01,Shintaro,Fujinami,
2023,Ian Gibaut,CIN,gibauia01,Ian,Gibaut,
2023,Kyle Gibson,BAL,gibsoky01,Kyle,Gibson,
2023,Logan Gillaspie,BAL,gillalo01,Logan,Gillaspie,
2023,Brusdar Graterol,LAD,gratebr01,Brusdar,Graterol,
2023,Josh Hader,SDP,haderjo01,Josh,Hader,
2023,Taylor Hearn,TEX,hearnta01,Taylor,Hearn,
2023,Jonathan Heasley,KCR,heasljo01,Jonathan,Heasley,
2023,Ryan Helsley,STL,helslry01,Ryan,Helsley,
2023,Bryan Hoeing,MIA,hoeinbr01,Bryan,Hoeing,
2023,Drey Jameson,ARI,jamesdr01,Drey,Jameson,
2023,Kenley Jansen,BOS,janseke01,Kenley,Jansen,
2023,Karl Kauffmann,COL,kauffka01,Karl,Kauffmann,
2023,John King,TEX,kingjo01,John,King,
2023,Mark Kolozsvary,BAL,kolozma01,Mark,Kolozsvary,
2023,Derek Law,CIN,lawde01,Derek,Law,
2023,Justin Lawrence,COL,lawreju01,Justin,Lawrence,
2023,Chris Martin,BOS,martich02,Chris,Martin,
2023,Seth Martinez,HOU,martise01,Seth,Martinez,
2023,Tim Mayza,TOR,mayzati01,Tim,Mayza,
2023,Jovani Morán,MIN,moranjo01,Jovani,Morán,
2023,Penn Murfee,SEA,murfepe01,Penn,Murfee,
2023,Andrew Nardi,MIA,nardian01,Andrew,Nardi,
2023,Kyle Nelson,ARI,nelsoky01,Kyle,Nelson,
2023,Emilio Pagán,MIN,paganem01,Emilio,Pagán,
2023,Cionel Pérez,BAL,perezci01,Cionel,Pérez,
2023,Nick Pivetta,BOS,pivetni01,Nick,Pivetta,
2023,Ryan Pressly,HOU,pressry01,Ryan,Pressly,
2023,Brooks Raley,NYM,raleybr01,Brooks,Raley,
2023,José Rodríguez,CHW,rodrijo09,José,Rodríguez,
2023,Taylor Rogers,SFG,rogerta01,Taylor,Rogers,
2023,Jordan Romano,TOR,romanjo03,Jordan,Romano,
2023,Tony Santillan,CIN,santito01,Tony,Santillan,
2023,John Schreiber,BOS,schrejo01,John,Schreiber,
2023,Tayler Scott,LAD,scottta02,Tayler,Scott,
2023,Tayler Scott,BOS,scottta02,Tayler,Scott,
2023,Paul Sewald,SEA,sewalpa01,Paul,Sewald,
2023,Will Smith,TEX,smithwi04,Will,Smith,
2023,Nick Solak,ATL,solakni01,Nick,Solak,
2023,Nick Solak,DET,solakni01,Nick,Solak,
2023,Ryne Stanek,HOU,stanery01,Ryne,Stanek,
2023,Brent Suter,COL,suterbr01,Brent,Suter,
2023,Domingo Tapia,SDP,tapiado01,Domingo,Tapia,
2023,Alex Vesia,LAD,vesiaal01,Alex,Vesia,
2023,Will Vest,DET,vestwi01,Will,Vest,
2023,Hayden Wesneski,CHC,wesneha01,Hayden,Wesneski,
2023,Nick Wittgren,KCR,wittgni01,Nick,Wittgren,
2023,Logan Webb,SFG,webblo01,Logan,Webb,
2023,Zac Gallen,ARI,galleza01,Zac,Gallen,
2023,Gerrit Cole,NYY,colege01,Gerrit,Cole,
2023,Miles Mikolas,STL,mikolmi01,Miles,Mikolas,
2023,Chris Bassitt,TOR,bassich01,Chris,Bassitt,
2023,Framber Valdez,HOU,valdefr01,Framber,Valdez,
2023,Luis Castillo,SEA,castilu02,Luis,Castillo,
2023,Mitch Keller,PIT,kellemi03,Mitch,Keller,
2023,Pablo López,MIN,lopezpa01,Pablo,López,
2023,Corbin Burnes,MIL,burneco01,Corbin,Burnes,
2023,Aaron Nola,PHI,nolaaa01,Aaron,Nola,
2023,Zack Wheeler,PHI,wheelza01,Zack,Wheeler,
2023,Logan Gilbert,SEA,gilbelo01,Logan,Gilbert,
2023,George Kirby,SEA,kirbyge01,George,Kirby,
2023,Jordan Montgomery,STL,montgjo01,Jordan,Montgomery,
2023,Jordan Montgomery,TEX,montgjo01,Jordan,Montgomery,
2023,Spencer Strider,ATL,stridsp01,Spencer,Strider,
2023,Kevin Gausman,TOR,gausmke01,Kevin,Gausman,
2023,Sandy Alcantara,MIA,alcansa01,Sandy,Alcantara,
2023,Lucas Giolito,CHW,giolilu01,Lucas,Giolito,
2023,Lucas Giolito,LAA,giolilu01,Lucas,Giolito,
2023,Lucas Giolito,CLE,giolilu01,Lucas,Giolito,
2023,Sonny Gray,MIN,grayso01,Sonny,Gray,
2023,Lance Lynn,CHW,lynnla01,Lance,Lynn,
2023,Lance Lynn,LAD,lynnla01,Lance,Lynn,
2023,Patrick Corbin,WSN,corbipa01,Patrick,Corbin,
2023,Blake Snell,SDP,snellbl01,Blake,Snell,
2023,Jesús Luzardo,MIA,luzarje01,Jesús,Luzardo,
2023,Zach Eflin,TBR,eflinza01,Zach,Eflin,
2023,Merrill Kelly,ARI,kellyme01,Merrill,Kelly,
2023,Jordan Lyles,KCR,lylesjo01,Jordan,Lyles,
2023,Johan Oviedo,PIT,oviedjo01,Johan,Oviedo,
2023,Dylan Cease,CHW,ceasedy01,Dylan,Cease,
2023,Bryce Elder,ATL,elderbr01,Bryce,Elder,
2023,Justin Steele,CHC,steelju01,Justin,Steele,
2023,Dane Dunning,TEX,dunnida01,Dane,Dunning,
2023,Dean Kremer,BAL,kremede01,Dean,Kremer,
2023,Taijuan Walker,PHI,walketa01,Taijuan,Walker,
2023,JP Sears,OAK,searsjp01,JP,Sears,
2023,Kyle Bradish,BAL,bradiky01,Kyle,Bradish,
2023,Yusei Kikuchi,TOR,kikucyu01,Yusei,Kikuchi,
2023,Kodai Senga,NYM,sengako01,Kodai,Senga,
2023,Freddy Peralta,MIL,peralfr01,Freddy,Peralta,
2023,Charlie Morton,ATL,mortoch02,Charlie,Morton,
2023,Justin Verlander,NYM,verlaju01,Justin,Verlander,
2023,Justin Verlander,HOU,verlaju01,Justin,Verlander,
2023,Cristian Javier,HOU,javiecr01,Cristian,Javier,
2023,Joe Ryan,MIN,ryanjo04,Joe,Ryan,
2023,Braxton Garrett,MIA,garrebr01,Braxton,Garrett,
2023,Brady Singer,KCR,singebr01,Brady,Singer,
2023,Josiah Gray,WSN,grayjo03,Josiah,Gray,
2023,Clarke Schmidt,NYY,schmicl01,Clarke,Schmidt,
2023,Jon Gray,TEX,grayjo02,Jon,Gray,
2023,Brayan Bello,BOS,bellobr01,Brayan,Bello,
2023,Hunter Brown,HOU,brownhu01,Hunter,Brown,
2023,Kyle Freeland,COL,freelky01,Kyle,Freeland,
2023,Jameson Taillon,CHC,taillja01,Jameson,Taillon,
2023,Michael Lorenzen,DET,lorenmi01,Michael,Lorenzen,
2023,Michael Lorenzen,PHI,lorenmi01,Michael,Lorenzen,
2023,Eduardo Rodríguez,DET,rodried05,Eduardo,Rodríguez,
2023,Max Scherzer,NYM,scherma01,Max,Scherzer,
2023,Max Scherzer,TEX,scherma01,Max,Scherzer,
2023,Alex Cobb,SFG,cobbal01,Alex,Cobb,
2023,Reid Detmers,LAA,detmere01,Reid,Detmers,
2023,Andrew Heaney,TEX,heanean01,Andrew,Heaney,
2023,Seth Lugo,SDP,lugose01,Seth,Lugo,
2023,Rich Hill,PIT,hillri01,Rich,Hill,
2023,Rich Hill,SDP,hillri01,Rich,Hill,
2023,Graham Ashcraft,CIN,ashcrgr01,Graham,Ashcraft,
2023,Patrick Sandoval,LAA,sandopa02,Patrick,Sandoval,
2023,Bailey Ober,MIN,oberba01,Bailey,Ober,
2023,Trevor Williams,WSN,willitr01,Trevor,Williams,
2023,Jack Flaherty,STL,flaheja01,Jack,Flaherty,
2023,Jack Flaherty,BAL,flaheja01,Jack,Flaherty,
2023,Nathan Eovaldi,TEX,eovalna01,Nathan,Eovaldi,
2023,Ryne Nelson,ARI,nelsory01,Ryne,Nelson,
2023,Zack Greinke,KCR,greinza01,Zack,Greinke,
2023,Drew Smyly,CHC,smylydr01,Drew,Smyly,
2023,Tanner Bibee,CLE,bibeeta01,Tanner,Bibee,
2023,Martín Pérez,TEX,perezma02,Martín,Pérez,
2023,Tyler Anderson,LAA,anderty01,Tyler,Anderson,
2023,Ken Waldichuk,OAK,waldike01,Ken,Waldichuk,
2023,Austin Gomber,COL,gombeau01,Austin,Gomber,
2023,Kyle Hendricks,CHC,hendrky01,Kyle,Hendricks,
2023,Marcus Stroman,CHC,stromma01,Marcus,Stroman,
2023,Yu Darvish,SDP,darviyu01,Yu,Darvish,
2023,J.P. France,HOU,francjp01,J.P.,France,
2023,MacKenzie Gore,WSN,gorema01,MacKenzie,Gore,
2023,Michael Wacha,SDP,wachami01,Michael,Wacha,
2023,Clayton Kershaw,LAD,kershcl01,Clayton,Kershaw,
2023,Mike Clevinger,CHW,clevimi01,Mike,Clevinger,
2023,Bryce Miller,SEA,millebr04,Bryce,Miller,
2023,Michael Kopech,CHW,kopecmi01,Michael,Kopech,
2023,Shane Bieber,CLE,biebesh01,Shane,Bieber,
2023,Griffin Canning,LAA,cannigr01,Griffin,Canning,
2023,Tylor Megill,NYM,megilty01,Tylor,Megill,
2023,Logan Allen,CLE,allenlo02,Logan,Allen,
2023,Ranger Suárez,PHI,suarera01,,Suárez,
2023,Colin Rea,MIL,reaco01,Colin,Rea,
2023,Bobby Miller,LAD,millebo06,Bobby,Miller,
2023,Luke Weaver,CIN,weavelu01,Luke,Weaver,
2023,Luke Weaver,SEA,weavelu01,Luke,Weaver,
2023,Luke Weaver,NYY,weavelu01,Luke,Weaver,
2023,Aaron Civale,CLE,civalaa01,Aaron,Civale,
2023,Aaron Civale,TBR,civalaa01,Aaron,Civale,
2023,Grayson Rodriguez,BAL,rodrigr01,Grayson,Rodriguez,
2023,Jake Irvin,WSN,irvinja01,Jake,Irvin,
2023,Wade Miley,MIL,mileywa01,Wade,Miley,
2023,Tyler Glasnow,TBR,glasnty01,Tyler,Glasnow,
2023,Tyler Wells,BAL,wellsty01,Tyler,Wells,
2023,Sean Manaea,SFG,manaese01,Sean,Manaea,
2023,Julio Urías,LAD,uriasju01,Julio,Urías,
2023,Brandon Williamson,CIN,willibr02,Brandon,Williamson,
2023,Shane McClanahan,TBR,mcclash01,Shane,McClanahan,
2023,Hunter Greene,CIN,greenhu01,Hunter,Greene,
2023,Adrian Houser,MIL,housead01,Adrian,Houser,
2023,David Peterson,NYM,peterda01,David,Peterson,
2023,Nick Martinez,SDP,martini01,Nick,Martinez,
2023,Luis Medina,OAK,medinlu02,Luis,Medina,
2023,Andrew Abbott,CIN,abbotan01,Andrew,Abbott,
2023,Javier Assad,CHC,assadja01,Javier,Assad,
2023,Domingo Germán,NYY,germado01,Domingo,Germán,
2023,Tanner Houck,BOS,houckta01,Tanner,Houck,
2023,Joey Wentz,DET,wentzjo01,Joey,Wentz,
2023,Steven Matz,STL,matzst01,Steven,Matz,
2023,Taj Bradley,TBR,bradlta01,Taj,Bradley,
2023,Michael King,NYY,kingmi01,Michael,King,
2023,Kenta Maeda,MIN,maedake01,Kenta,Maeda,
2023,Paul Blackburn,OAK,blackpa01,Paul,Blackburn,
2023,Reese Olson,DET,olsonre01,Reese,Olson,
2023,Tony Gonsolin,LAD,gonsoto01,Tony,Gonsolin,
2023,Chris Sale,BOS,salech01,Chris,Sale,
2023,Chris Flexen,SEA,flexech01,Chris,Flexen,
2023,Chris Flexen,COL,flexech01,Chris,Flexen,
2023,Edward Cabrera,MIA,cabreed02,Edward,Cabrera,
2023,Anthony DeSclafani,SFG,desclan01,Anthony,DeSclafani,
2023,Cal Quantrill,CLE,quantca01,Cal,Quantrill,
2023,Cristopher Sánchez,PHI,sanchcr01,Cristopher,Sánchez,
2023,Alex Wood,SFG,woodal02,Alex,Wood,
2023,Joe Musgrove,SDP,musgrjo01,Joe,Musgrove,
2023,James Paxton,BOS,paxtoja01,James,Paxton,
2023,Brandon Pfaadt,ARI,pfaadbr01,Brandon,Pfaadt,
2023,Cole Ragans,TEX,raganco01,Cole,Ragans,
2023,Cole Ragans,KCR,raganco01,Cole,Ragans,
2023,Xzavion Curry,CLE,curryxz01,Xzavion,Curry,
2023,Eury Pérez,MIA,perezeu02,Eury,Pérez,
2023,Jhony Brito,NYY,britojh01,Jhony,Brito,
2023,Carlos Carrasco,NYM,carraca01,Carlos,Carrasco,
2023,Zack Littell,BOS,litteza01,Zack,Littell,
2023,Zack Littell,TBR,litteza01,Zack,Littell,
2023,Ryan Yarbrough,KCR,yarbrry01,Ryan,Yarbrough,
2023,Ryan Yarbrough,LAD,yarbrry01,Ryan,Yarbrough,
2023,Jake Bird,COL,birdja01,Jake,Bird,
2023,Luis Severino,NYY,severlu01,Luis,Severino,
2023,Tommy Henry,ARI,henryto01,Tommy,Henry,
2023,Ross Stripling,SFG,stripro01,Ross,Stripling,
2023,Ben Lively,CIN,livelbe01,Ben,Lively,
2023,Noah Syndergaard,LAD,syndeno01,Noah,Syndergaard,
2023,Noah Syndergaard,CLE,syndeno01,Noah,Syndergaard,
2023,Matt Strahm,PHI,strahma01,Matt,Strahm,
2023,Bryan Woo,SEA,woobr01,Bryan,Woo,
2023,Peter Lambert,COL,lambepe01,Peter,Lambert,
2023,Alek Manoah,TOR,manoaal01,Alek,Manoah,
2023,Connor Seabold,COL,seaboco01,Connor,Seabold,
2023,Touki Toussaint,CLE,toussto01,Touki,Toussaint,
2023,Touki Toussaint,CHW,toussto01,Touki,Toussaint,
2023,Luis Ortiz,PIT,ortizlu03,Luis,Ortiz,
2023,Chase Anderson,TBR,anderch01,Chase,Anderson,
2023,Chase Anderson,COL,anderch01,Chase,Anderson,
2023,Jakob Junis,SFG,junisja01,Jakob,Junis,
2023,Tyler Holton,DET,holtoty01,Tyler,Holton,
2023,Tristan Beck,SFG,becktr01,Tristan,Beck,
2023,Jesse Scholtens,CHW,scholje01,Jesse,Scholtens,
2023,Yonny Chirinos,TBR,chiriyo01,Yonny,Chirinos,
2023,Yonny Chirinos,ATL,chiriyo01,Yonny,Chirinos,
2023,Josh Winckowski,BOS,winckjo01,Josh,Winckowski,
2023,Chris Stratton,STL,stratch01,Chris,Stratton,
2023,Chris Stratton,TEX,stratch01,Chris,Stratton,
2023,Jaime Barria,LAA,barrija01,Jaime,Barria,
2023,Zach Davies,ARI,davieza02,Zach,Davies,
2023,Gavin Williams,CLE,williga01,Gavin,Williams,
2023,Dakota Hudson,STL,hudsoda02,Dakota,Hudson,
2023,Bailey Falter,PHI,falteba01,Bailey,Falter,
2023,Bailey Falter,PIT,falteba01,Bailey,Falter,
2023,Tarik Skubal,DET,skubata01,Tarik,Skubal,
2023,Brandon Bielak,HOU,bielabr01,Brandon,Bielak,
2023,Michael Tonkin,ATL,tonkimi01,Michael,Tonkin,
2023,Shintaro Fujinami,OAK,fujinsh01,Shintaro,Fujinami,
2023,Ty Blach,COL,blachty01,Ty,Blach,
2023,Matt Manning,DET,mannima02,Matt,Manning,
2023,Tanner Scott,MIA,scottta01,Tanner,Scott,
2023,Max Fried,ATL,friedma01,Max,Fried,
2023,Cole Irvin,BAL,irvinco01,Cole,Irvin,
2023,Kyle Muller,OAK,mulleky01,Kyle,Muller,
2023,Bryse Wilson,MIL,wilsobr02,Bryse,Wilson,
2023,Jose Quintana,NYM,quintjo01,Jose,Quintana,
2023,Buck Farmer,CIN,farmebu01,Buck,Farmer,
2023,Alec Marsh,KCR,marshal01,Alec,Marsh,
2023,Tyler Rogers,SFG,rogerty01,Tyler,Rogers,
2023,Yennier Cano,BAL,canoye01,Yennier,Cano,
2023,Emmanuel Clase,CLE,claseem01,Emmanuel,Clase,
2023,Trevor Richards,TOR,richatr01,Trevor,Richards,
2023,Bryan Abreu,HOU,abreubr01,Bryan,Abreu,
2023,Julian Merryweather,CHC,merryju01,Julian,Merryweather,
2023,Julio Teheran,MIL,teherju01,Julio,Teheran,
2023,Garrett Whitlock,BOS,whitlga01,Garrett,Whitlock,
2023,Matthew Boyd,DET,boydma01,Matthew,Boyd,
2023,Joel Payamps,MIL,payamjo01,Joel,Payamps,
2023,Scott McGough,ARI,mcgousc01,Scott,McGough,
2023,Carlos Hernández,KCR,hernaca04,Carlos,Hernández,
2023,Kyle Finnegan,WSN,finneky01,Kyle,Finnegan,
2023,Jason Foley,DET,foleyja01,Jason,Foley,
2023,Michael Grove,LAD,grovemi01,Michael,Grove,
2023,Craig Kimbrel,PHI,kimbrcr01,Craig,Kimbrel,
2023,Justin Topa,SEA,topaju01,Justin,Topa,
2023,Trevor Stephan,CLE,stephtr01,Trevor,Stephan,
2023,Roansy Contreras,PIT,contrro01,Roansy,Contreras,
2023,Héctor Neris,HOU,nerishe01,Héctor,Neris,
2023,Andre Pallante,STL,pallaan01,Andre,Pallante,
2023,Louis Varland,MIN,varlalo01,Louis,Varland,
2023,Scott Barlow,KCR,barlosc01,Scott,Barlow,
2023,Scott Barlow,SDP,barlosc01,Scott,Barlow,
2023,Camilo Doval,SFG,dovalca01,Camilo,Doval,
2023,David Bednar,PIT,bednada01,David,Bednar,
2023,Rafael Montero,HOU,montera01,Rafael,Montero,
2023,Eli Morgan,CLE,morgael01,Eli,Morgan,
2023,Phil Bickford,LAD,bickfph01,Phil,Bickford,
2023,Phil Bickford,NYM,bickfph01,Phil,Bickford,
2023,Kevin Kelly,TBR,kellyke02,Kevin,Kelly,
2023,Brandon Woodruff,MIL,woodrbr01,Brandon,Woodruff,
2023,Erik Swanson,TOR,swanser01,Erik,Swanson,
2023,Gregory Santos,CHW,santogr01,Gregory,Santos,
2023,Zack Thompson,STL,thompza02,Zack,Thompson,
2023,Kendall Graveman,CHW,graveke01,Kendall,Graveman,
2023,Kendall Graveman,HOU,graveke01,Kendall,Graveman,
2023,Fernando Cruz,CIN,cruzfe01,Fernando,Cruz,
2023,Yimi García,TOR,garciyi01,Yimi,García,
2023,Alex Lange,DET,langeal01,Alex,Lange,
2023,Phil Maton,HOU,matonph01,Phil,Maton,
2023,Reynaldo López,CHW,lopezre01,Reynaldo,López,
2023,Reynaldo López,LAA,lopezre01,Reynaldo,López,
2023,Reynaldo López,CLE,lopezre01,Reynaldo,López,
2023,Enyel De Los Santos,CLE,delosen01,Enyel,De Los Santos,
2023,Jordan Hicks,STL,hicksjo03,Jordan,Hicks,
2023,Jordan Hicks,TOR,hicksjo03,Jordan,Hicks,
2023,Kevin Ginkel,ARI,ginkeke01,Kevin,Ginkel,
2023,Griffin Jax,MIN,jaxgr01,Griffin,Jax,
2023,David Robertson,NYM,roberda08,David,Robertson,
2023,David Robertson,MIA,roberda08,David,Robertson,
2023,José Cuas,KCR,cuasjo01,José,Cuas,
2023,José Cuas,CHC,cuasjo01,José,Cuas,
2023,Mike Baumann,BAL,baumami01,Mike,Baumann,
2023,Miguel Castro,ARI,castrmi01,Miguel,Castro,
2023,Alex Faedo,DET,faedoal01,Alex,Faedo,
2023,A.J. Minter,ATL,minteaj01,A.J.,Minter,
2023,Mark Leiter Jr.,CHC,leitema02,Mark,Leiter,Jr.
2023,Hoby Milner,MIL,milneho01,Hoby,Milner,
2023,Carlos Rodón,NYY,rodonca01,Carlos,Rodón,
2023,Adbert Alzolay,CHC,alzolad01,Adbert,Alzolay,
2023,Nestor Cortes,NYY,cortene01,Nestor,Cortes,
2023,Hogan Harris,OAK,harriho03,Hogan,Harris,
2023,Clay Holmes,NYY,holmecl01,Clay,Holmes,
2023,José Urquidy,HOU,urquijo01,José,Urquidy,
2023,Pierce Johnson,COL,johnspi01,Pierce,Johnson,
2023,Pierce Johnson,ATL,johnspi01,Pierce,Johnson,
2023,Jhoan Durán,MIN,duranjh01,Jhoan,Durán,
2023,Carlos Estévez,LAA,estevca01,Carlos,Estévez,
2023,Sam Moll,OAK,mollsa01,Sam,Moll,
2023,Sam Moll,CIN,mollsa01,Sam,Moll,
2023,Matthew Liberatore,STL,liberma01,Matthew,Liberatore,
2023,Adam Ottavino,NYM,ottavad01,Adam,Ottavino,
2023,Elvis Peguero,MIL,pegueel01,Elvis,Peguero,
2023,Evan Phillips,LAD,phillev01,Evan,Phillips,
2023,Ryan Walker,SFG,walkery01,Ryan,Walker,
2023,Andre Jackson,LAD,jacksan01,Andre,Jackson,
2023,Andre Jackson,PIT,jacksan01,Andre,Jackson,
2023,Tanner Banks,CHW,banksta01,Tanner,Banks,
2023,Félix Bautista,BAL,bautife01,Félix,Bautista,
2023,James Kaprielian,OAK,kaprija01,James,Kaprielian,
2023,Lucas Sims,CIN,simslu01,Lucas,Sims,
2023,Drew VerHagen,STL,verhadr01,Drew,VerHagen,
2023,Hunter Harvey,WSN,harvehu01,Hunter,Harvey,
